timestamp,pose_position_x,pose_position_y,pose_position_z,pose_orientation_roll,pose_orientation_pitch,pose_orientation_yaw,twist_linear_x,twist_linear_y,twist_linear_z,twist_angular_x,twist_angular_y,twist_angular_z,linear_acceleration_x,linear_acceleration_y,linear_acceleration_z
1781774375.458837,0.20642192999290399,-6.424845740955341e-23,0.0,0.0,0.0,-5.937318779089741e-23,0.36745499999374376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1781774375.558849,0.2138700299927789,-6.469067484953136e-23,0.0,0.0,0.0,-5.937318779089741e-23,0.3740549999937448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1781774375.6591759,0.22916222999252872,-6.559862151185241e-23,0.0,0.0,0.0,-5.937318779089741e-23,0.38725499999374685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1781774375.7598298,0.2370063299924036,-6.606435073419562e-23,0.0,0.0,0.0,-5.937318779089741e-23,0.3938549999937397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1781774375.8591607,0.2449757399922981,-6.653752001070199e-23,0.0,0.0,0.0,-5.937318779089741e-23,0.39978599999569986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1781774375.9591486,0.2529757399922395,-6.701250551302569e-23,0.0,0.0,0.0,-5.937318779089741e-23,0.39999999999706937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1781774376.0624423,0.2609757399921809,-6.748749101534939e-23,0.0,0.0,0.0,-5.937318779089741e-23,0.39999999999706937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1781774376.1589353,0.27697573999206365,-6.84374620199968e-23,0.0,0.0,0.0,-5.937318779089741e-23,0.39999999999706937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1781774376.258807,0.28497573999200504,-6.89124475223205e-23,0.0,0.0,0.0,-5.937318779089741e-23,0.39999999999706937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1781774376.3589435,0.3009757399918878,-6.98624185269679e-23,0.0,0.0,0.0,-5.937318779089741e-23,0.39999999999706937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1781774376.4618127,0.3089757399918292,-7.03374040292916e-23,0.0,0.0,0.0,-5.937318779089741e-23,0.39999999999706937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1781774376.5589278,0.324975739991712,-7.1287375033939e-23,0.0,0.0,0.0,-5.937318779089741e-23,0.39999999999706937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1781774376.6614106,0.324975739991712,-7.1287375033939e-23,0.0,0.0,0.0,-5.937318779089741e-23,0.39999999999706937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1781774376.7622404,0.33297573999165336,-7.17623605362627e-23,0.0,0.0,0.0,-5.937318779089741e-23,0.39999999999706937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1781774376.8588777,0.34897573999153614,-7.271233154091011e-23,0.0,0.0,0.0,-5.937318779089741e-23,0.39999999999706937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1781774376.9587176,0.3569757399914775,-7.318731704323381e-23,0.0,0.0,0.0,-5.937318779089741e-23,0.39999999999706937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1781774377.0587506,0.3649757399914189,-7.366230254555751e-23,0.0,0.0,0.0,-5.937318779089741e-23,0.39999999999706937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1781774377.158824,0.3809757399913017,-7.461227355020491e-23,0.0,0.0,0.0,-5.937318779089741e-23,0.39999999999706937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1781774377.2637522,0.39697573999118446,-7.556224455485232e-23,0.0,0.0,0.0,-5.937318779089741e-23,0.39999999999706937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1781774377.3588355,0.4049757399911264,-7.603723005717602e-23,0.0,0.0,0.0,-5.937318779089741e-23,0.3999999999971138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1781774377.4585712,0.4129757399910687,-7.651221555949972e-23,0.0,0.0,0.0,-5.937318779089741e-23,0.3999999999971138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1781774377.5587869,0.4369757399908955,-7.793717206647082e-23,0.0,0.0,0.0,-5.937318779089741e-23,0.3999999999971138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1781774377.6587381,0.4369757399908955,-7.793717206647082e-23,0.0,0.0,0.0,-5.937318779089741e-23,0.3999999999971138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1781774377.7587013,0.4449757399908378,-7.841215756879452e-23,0.0,0.0,0.0,-5.937318779089741e-23,0.3999999999971138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1781774377.8588505,0.46097573999072233,-7.936212857344193e-23,0.0,0.0,0.0,-5.937318779089741e-23,0.3999999999971138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1781774377.959362,0.4769757399906069,-8.031209957808933e-23,0.0,0.0,0.0,-5.937318779089741e-23,0.3999999999971138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1781774378.059286,0.4769757399906069,-8.031209957808933e-23,0.0,0.0,0.0,-5.937318779089741e-23,0.3999999999971138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1781774378.1597428,0.49297573999049144,-8.126207058273673e-23,0.0,0.0,0.0,-5.937318779089741e-23,0.3999999999971138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1781774378.2588866,0.5089757399903759,-8.221204158738424e-23,0.0,0.0,0.0,-5.937318779089741e-23,0.3999999999971138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1781774378.3587382,0.5169757399903182,-8.268702708970803e-23,0.0,0.0,0.0,-5.937318779089741e-23,0.3999999999971138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1781774378.4586926,0.5249757399902605,-8.316201259203183e-23,0.0,0.0,0.0,-5.937318779089741e-23,0.3999999999971138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1781774378.558703,0.5329757399902028,-8.363699809435563e-23,0.0,0.0,0.0,-5.937318779089741e-23,0.3999999999971138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1781774378.6588962,0.540975739990145,-8.411198359667942e-23,0.0,0.0,0.0,-5.937318779089741e-23,0.3999999999971138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1781774378.7597847,0.5569757399900296,-8.506195460132701e-23,0.0,0.0,0.0,-5.937318779089741e-23,0.3999999999971138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1781774378.8615925,0.5649757399899719,-8.553694010365081e-23,0.0,0.0,0.0,-5.937318779089741e-23,0.3999999999971138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1781774378.9587219,0.5729757399899141,-8.60119256059746e-23,0.0,0.0,0.0,-5.937318779089741e-23,0.3999999999971138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1781774379.0606215,0.5889757399897987,-8.696189661062219e-23,0.0,0.0,0.0,-5.937318779089741e-23,0.3999999999971138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1781774379.1590633,0.596975739989741,-8.743688211294599e-23,0.0,0.0,0.0,-5.937318779089741e-23,0.3999999999971138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1781774379.2604537,0.6129757399896256,-8.838685311759359e-23,0.0,0.0,0.0,-5.937318779089741e-23,0.3999999999971138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1781774379.364276,0.6209757399895679,-8.886183861991739e-23,0.0,0.0,0.0,-5.937318779089741e-23,0.3999999999971138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1781774379.4586928,0.6369757399894524,-8.981180962456498e-23,0.0,0.0,0.0,-5.937318779089741e-23,0.3999999999971138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1781774379.5623174,0.6449757399893947,-9.028679512688877e-23,0.0,0.0,0.0,-5.937318779089741e-23,0.3999999999971138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1781774379.6626954,0.652975739989337,-9.076178062921257e-23,0.0,0.0,0.0,-5.937318779089741e-23,0.3999999999971138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1781774379.761754,0.6609757399892793,-9.123676613153636e-23,0.0,0.0,0.0,-5.937318779089741e-23,0.3999999999971138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1781774379.8611426,0.6769757399891638,-9.218673713618395e-23,0.0,0.0,0.0,-5.937318779089741e-23,0.3999999999971138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1781774379.9602225,0.6849757399891061,-9.266172263850775e-23,0.0,0.0,0.0,-5.937318779089741e-23,0.3999999999971138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1781774380.0601857,0.6929757399890484,-9.313670814083154e-23,0.0,0.0,0.0,-5.937318779089741e-23,0.3999999999971138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1781774380.1589105,0.7089757399889329,-9.408667914547914e-23,0.0,0.0,0.0,-5.937318779089741e-23,0.3999999999971138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1781774380.258769,0.7169757399888752,-9.456166464780293e-23,0.0,0.0,0.0,-5.937318779089741e-23,0.3999999999971138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1781774380.3596714,0.7249757399888175,-9.503665015012673e-23,0.0,0.0,0.0,-5.937318779089741e-23,0.3999999999971138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1781774380.458677,0.740975739988702,-9.598662115477432e-23,0.0,0.0,0.0,-5.937318779089741e-23,0.3999999999971138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1781774380.5586195,0.7569757399885866,-9.693659215942191e-23,0.0,0.0,0.0,-5.937318779089741e-23,0.3999999999971138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1781774380.6932487,0.7569757399885866,-9.693659215942191e-23,0.0,0.0,0.0,-5.937318779089741e-23,0.3999999999971138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1781774380.7588062,0.7569757399885866,-9.693659215942191e-23,0.0,0.0,0.0,-5.937318779089741e-23,0.3999999999971138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1781774380.8587584,0.7649757399885289,-9.74115776617457e-23,0.0,0.0,0.0,-5.937318779089741e-23,0.3999999999971138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1781774380.9589002,0.7889757399883557,-9.883653416871709e-23,0.0,0.0,0.0,-5.937318779089741e-23,0.3999999999971138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1781774381.0617907,0.796975739988298,-9.931151967104088e-23,0.0,0.0,0.0,-5.937318779089741e-23,0.3999999999971138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1781774381.1624737,0.8049757399882401,-9.978650517336467e-23,0.0,0.0,0.0,-5.937318779089741e-23,0.3999999999971138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1781774381.258589,0.8129757399881824,-1.0026149067568846e-22,0.0,0.0,0.0,-5.937318779089741e-23,0.3999999999971138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1781774381.3586822,0.8273757399884863,4.544880596480921e-16,0.0,0.0,0.0,0.008361892001407245,0.24000000003907007,0.0,0.0,0.0,0.0,0.8361892001407245,0.0,0.0,0.0
1781774381.4597728,0.8273757399892617,2.0500257596346632e-14,0.0,0.0,0.0,0.050171352016254056,3.0819791163594346e-11,0.0,0.0,0.0,0.0,2.090473000713189,0.0,0.0,0.0
1781774381.55877,0.827375739990594,1.4223887842636737e-13,0.0,0.0,0.0,0.13106476241761678,3.574918139293004e-11,0.0,0.0,0.0,0.0,1.9630008877644656,0.0,0.0,0.0
1781774381.662753,0.8273757399912166,2.367968711533866e-13,0.0,0.0,0.0,0.170324780172246,3.150257832373882e-11,0.0,0.0,0.0,0.0,1.963000887730556,0.0,0.0,0.0
1781774381.7587695,0.8273757399915544,2.989571313074709e-13,0.0,0.0,0.0,0.24372658581530862,1.1712852909795402e-12,0.0,0.0,0.0,0.0,1.7884348257475318,0.0,0.0,0.0
1781774381.862564,0.8273757399915544,2.989571313074709e-13,0.0,0.0,0.0,0.24372658581530862,1.1712852909795402e-12,0.0,0.0,0.0,0.0,1.7884348257475318,0.0,0.0,0.0
1781774381.9621892,0.8273757399917046,3.4176384356483104e-13,0.0,0.0,0.0,0.31273773658945486,2.2037927038809357e-12,0.0,0.0,0.0,0.0,1.681599845977282,0.0,0.0,0.0
1781774382.0606477,0.8273757399917827,3.6839934288095836e-13,0.0,0.0,0.0,0.34591144132558593,4.64628335805628e-12,0.0,0.0,0.0,0.0,1.6357706276432757,0.0,0.0,0.0
1781774382.1587753,0.827375739991912,4.197045803981756e-13,0.0,0.0,0.0,0.410242890987498,2.7755575615628914e-12,0.0,0.0,0.0,0.0,1.5809179351335017,0.0,0.0,0.0
1781774382.26026,0.827375739991912,4.197045803981756e-13,0.0,0.0,0.0,0.410242890987498,2.7755575615628914e-12,0.0,0.0,0.0,0.0,1.5809179351335017,0.0,0.0,0.0
1781774382.3590167,0.8273757399920543,4.865711203665803e-13,0.0,0.0,0.0,0.47015330336337363,5.134781488891349e-12,0.0,0.0,0.0,0.0,1.4798806509172775,0.0,0.0,0.0
1781774382.458777,0.8273757399920888,5.04704894457454e-13,0.0,0.0,0.0,0.4989336966283729,2.7200464103316335e-12,0.0,0.0,0.0,0.0,1.4390196632450956,0.0,0.0,0.0
1781774382.5610788,0.8273757399922008,5.701870631547687e-13,0.0,0.0,0.0,0.554261092055545,3.5860203695392556e-12,0.0,0.0,0.0,0.0,1.3471332195388166,0.0,0.0,0.0
1781774382.6626785,0.827375739992232,5.899858535679786e-13,0.0,0.0,0.0,0.579871827835982,1.1324274851176597e-12,0.0,0.0,0.0,0.0,1.2683934590394916,0.0,0.0,0.0
1781774382.75873,0.8273757399922667,6.135433127305578e-13,0.0,0.0,0.0,0.6052396970166009,2.0872192862952943e-12,0.0,0.0,0.0,0.0,1.2683934590308001,0.0,0.0,0.0
1781774382.8624935,0.8273757399923112,6.449830901152073e-13,0.0,0.0,0.0,0.6297664192157688,1.326716514427062e-12,0.0,0.0,0.0,0.0,1.1919255516013028,0.0,0.0,0.0
1781774382.9587994,0.8273757399923639,6.852463424214233e-13,0.0,0.0,0.0,0.6765604792804278,1.6653345369377348e-12,0.0,0.0,0.0,0.0,1.1551354682890795,0.0,0.0,0.0
1781774383.0587738,0.8273757399923928,7.085202644019366e-13,0.0,0.0,0.0,0.6985401312050987,6.217248937900877e-13,0.0,0.0,0.0,0.0,1.0849443782028345,0.0,0.0,0.0
1781774383.1593485,0.8273757399924139,7.267769651583736e-13,0.0,0.0,0.0,0.7202390187689327,1.3766765505351941e-12,0.0,0.0,0.0,0.0,1.0849443781914152,0.0,0.0,0.0
1781774383.2593627,0.8273757399924568,7.656504014425641e-13,0.0,0.0,0.0,0.761610122065723,1.5265566588595902e-12,0.0,0.0,0.0,0.0,1.0067610326060117,0.0,0.0,0.0
1781774383.3637056,0.8273757399924712,7.792454575671203e-13,0.0,0.0,0.0,0.7813653766264892,1.0658141036401503e-12,0.0,0.0,0.0,0.0,0.9877627280364518,0.0,0.0,0.0
1781774383.4587543,0.8273757399924977,8.068075478973453e-13,0.0,0.0,0.0,0.8184020149621268,8.715250743307479e-13,0.0,0.0,0.0,0.0,0.902445028251637,0.0,0.0,0.0
1781774383.5597148,0.8273757399925071,8.174316364039745e-13,0.0,0.0,0.0,0.8363947110736137,7.105427357601002e-13,0.0,0.0,0.0,0.0,0.8996348055743754,0.0,0.0,0.0
1781774383.6587996,0.8273757399925243,8.36646707598445e-13,0.0,0.0,0.0,0.8704515456438825,5.606626274357041e-13,0.0,0.0,0.0,0.0,0.8374393004460285,0.0,0.0,0.0
1781774383.7594368,0.8273757399925294,8.428845148575126e-13,0.0,0.0,0.0,0.8863841801869072,3.9968028886505635e-13,0.0,0.0,0.0,0.0,0.7941077786452715,0.0,0.0,0.0
1781774383.8634195,0.827375739992534,8.485525138241836e-13,0.0,0.0,0.0,0.902266335759812,3.275157922644212e-13,0.0,0.0,0.0,0.0,0.79410777864524,0.0,0.0,0.0
1781774383.9589221,0.8273757399925372,8.522796864810474e-13,0.0,0.0,0.0,0.9174803807405818,3.0531133177191805e-13,0.0,0.0,0.0,0.0,0.7463855934793134,0.0,0.0,0.0
1781774384.059937,0.8273757399925408,8.564191892862176e-13,0.0,0.0,0.0,0.9465370671180903,7.216449660063518e-14,0.0,0.0,0.0,0.0,0.7235645260001342,0.0,0.0,0.0
1781774384.1628275,0.8273757399925403,8.559740247604819e-13,0.0,0.0,0.0,0.9602674121357442,1.1102230246251565e-13,0.0,0.0,0.0,0.0,0.6799794964378643,0.0,0.0,0.0
1781774384.2589085,0.8273757399925372,8.522526543369281e-13,0.0,0.0,0.0,0.9865866424862448,-1.942890293094024e-13,0.0,0.0,0.0,0.0,0.6414137877978542,0.0,0.0,0.0
1781774384.3586571,0.8273757399925338,8.474149834675025e-13,0.0,0.0,0.0,0.9992969366180067,-3.552713678800501e-13,0.0,0.0,0.0,0.0,0.6316123132937992,0.0,0.0,0.0
1781774384.4589095,0.8273757399925317,8.432419104934333e-13,0.0,0.0,0.0,1.0116950392856567,-2.6645352591003757e-13,0.0,0.0,0.0,0.0,0.6199051333822021,0.0,0.0,0.0
1781774384.561734,0.827375739992528,8.369232673706068e-13,0.0,0.0,0.0,1.0233775526447577,-3.1086244689504383e-13,0.0,0.0,0.0,0.0,0.582242538183207,0.0,0.0,0.0
1781774384.6647084,0.8273757399925187,8.216499368838406e-13,0.0,0.0,0.0,1.04614154107104,-4.551914400963142e-13,0.0,0.0,0.0,0.0,0.5647187681446628,0.0,0.0,0.0
1781774384.7587209,0.8273757399925077,8.015481891155032e-13,0.0,0.0,0.0,1.0675693283873107,-5.773159728050814e-13,0.0,0.0,0.0,0.0,0.5305727855056119,0.0,0.0,0.0
1781774384.8586886,0.8273757399925008,7.893594346099397e-13,0.0,0.0,0.0,1.0778562941493386,-6.661338147750939e-13,0.0,0.0,0.0,0.0,0.5143482880962986,0.0,0.0,0.0
1781774384.958807,0.8273757399924931,7.75342044881027e-13,0.0,0.0,0.0,1.0877043930605508,-3.9968028886505635e-13,0.0,0.0,0.0,0.0,0.4830006558919869,0.0,0.0,0.0
1781774385.060195,0.8273757399924859,7.619403077652797e-13,0.0,0.0,0.0,1.097113279656181,-7.105427357601002e-13,0.0,0.0,0.0,0.0,0.46822850752192846,0.0,0.0,0.0
1781774385.1594477,0.827375739992472,7.341453889444294e-13,0.0,0.0,0.0,1.1155037000397074,-7.993605777301127e-13,0.0,0.0,0.0,0.0,0.4541151776287222,0.0,0.0,0.0
1781774385.2588947,0.8274032851839332,5.63254160197775e-05,0.0,0.0,0.0,1.11595781522027,0.004784999992646366,0.0,0.0,0.0,0.0,4.250568151422028e-12,0.0,0.0,0.0
1781774385.3587353,0.8276323451975983,0.0005247157124963523,0.0,0.0,0.0,1.1159578152204412,0.017984999992648465,0.0,0.0,0.0,0.0,4.250568151422028e-12,0.0,0.0,0.0
1781774385.4586413,0.8280933647189025,0.0014674252968115786,0.0,0.0,0.0,1.1159578152206135,0.031184999992650564,0.0,0.0,0.0,0.0,4.250568151422028e-12,0.0,0.0,0.0
1781774385.56038,0.8284108592949191,0.0021166498219086544,0.0,0.0,0.0,1.1159578152206988,0.037784999992657164,0.0,0.0,0.0,0.0,4.282288809268461e-12,0.0,0.0,0.0
1781774385.65877,0.8287863437478452,0.0028844541689654365,0.0,0.0,0.0,1.1159578152207845,0.04438499999265266,0.0,0.0,0.0,0.0,4.2505681514220276e-12,0.0,0.0,0.0
1781774385.7607431,0.8297112822844274,0.004775802328958154,0.0,0.0,0.0,1.1159578152209557,0.05758499999265476,0.0,0.0,0.0,0.0,4.2505681514220276e-12,0.0,0.0,0.0
1781774385.8587942,0.830260736368083,0.005899346141893961,0.0,0.0,0.0,1.1159578152210412,0.06418499999264471,0.0,0.0,0.0,0.0,4.2505681514220276e-12,0.0,0.0,0.0
1781774385.9588063,0.8308681803286483,0.007141469776789612,0.0,0.0,0.0,1.1159578152211276,0.07078499999265131,0.0,0.0,0.0,0.0,4.282288809268461e-12,0.0,0.0,0.0
1781774386.0588546,0.8315336141661231,0.00850217323364492,0.0,0.0,0.0,1.1159578152212122,0.07738499999264681,0.0,0.0,0.0,0.0,4.250568151422028e-12,0.0,0.0,0.0
1781774386.159073,0.8330384514718022,0.011579319613234936,0.0,0.0,0.0,1.115957815221384,0.09058499999266001,0.0,0.0,0.0,0.0,4.3140094671148946e-12,0.0,0.0,0.0
1781774386.2624948,0.8338778549400062,0.01329576253596952,0.0,0.0,0.0,1.1159578152214693,0.09718499999264996,0.0,0.0,0.0,0.0,4.314009467114894e-12,0.0,0.0,0.0
1781774386.3589096,0.8347752482851196,0.01513078528066394,0.0,0.0,0.0,1.115957815221555,0.103784999992651,0.0,0.0,0.0,0.0,4.2505681514220276e-12,0.0,0.0,0.0
1781774386.4599962,0.8367440046060752,0.01915657023593212,0.0,0.0,0.0,1.1159578152217264,0.1169849999926531,0.0,0.0,0.0,0.0,4.250568151422028e-12,0.0,0.0,0.0
1781774386.5597212,0.8389447204346687,0.02365667447903954,0.0,0.0,0.0,1.115957815221898,0.13018499999266075,0.0,0.0,0.0,0.0,4.345730124961327e-12,0.0,0.0,0.0
1781774386.660245,0.8401320631643295,0.02608459633353289,0.0,0.0,0.0,1.1159578152219836,0.13678499999264515,0.0,0.0,0.0,0.0,4.2505681514220276e-12,0.0,0.0,0.0
1781774386.7588656,0.8413773957708999,0.02863109800998619,0.0,0.0,0.0,1.1159578152220697,0.14338499999265175,0.0,0.0,0.0,0.0,4.282288809268461e-12,0.0,0.0,0.0
1781774386.8589218,0.8426807182543796,0.03129617950839926,0.0,0.0,0.0,1.1159578152221548,0.14998499999264725,0.0,0.0,0.0,0.0,4.250568151422028e-12,0.0,0.0,0.0
1781774386.95969,0.8454613328520674,0.03698208197110512,0.0,0.0,0.0,1.1159578152223264,0.16318499999264935,0.0,0.0,0.0,0.0,4.250568151422028e-12,0.0,0.0,0.0
1781774387.0599852,0.8469386249662753,0.0400029029353978,0.0,0.0,0.0,1.1159578152224114,0.16978499999265595,0.0,0.0,0.0,0.0,4.28228880926846e-12,0.0,0.0,0.0
