timestamp,event_type,data
2026-06-10T14:30:18.396135+00:00,odom,"{""x"":-1.0514180802174297e-13,""y"":3.519943712848398e-32,""z"":0.0,""yaw"":2.6021822967309746e-18,""linear_x"":-3.526230649987631e-20,""linear_y"":0.0,""angular_z"":1.5528635140944017e-19}"
2026-06-10T14:30:18.398605+00:00,scan,"{""range_min"":0.30000001192092896,""range_max"":12.0,""beam_count"":360,""valid_beam_count"":348,""min_obstacle_dist"":2.1078591346740723,""mean_obstacle_dist"":4.2119611645567}"
2026-06-10T14:30:18.419600+00:00,scan,"{""range_min"":0.30000001192092896,""range_max"":12.0,""beam_count"":360,""valid_beam_count"":348,""min_obstacle_dist"":2.1078591346740723,""mean_obstacle_dist"":4.2119611645567}"
2026-06-10T14:30:18.435524+00:00,odom,"{""x"":-1.0514181110993483e-13,""y"":3.5199429081056613e-32,""z"":0.0,""yaw"":2.60900619019061e-18,""linear_x"":-1.8561903536955394e-19,""linear_y"":0.0,""angular_z"":1.912350295549535e-19}"
2026-06-10T14:30:18.479045+00:00,odom,"{""x"":-1.0514181383869392e-13,""y"":3.5199421961555165e-32,""z"":0.0,""yaw"":2.610867734129456e-18,""linear_x"":-9.492224243678499e-20,""linear_y"":0.0,""angular_z"":1.170166984288047e-19}"
2026-06-10T14:30:18.482672+00:00,scan,"{""range_min"":0.30000001192092896,""range_max"":12.0,""beam_count"":360,""valid_beam_count"":348,""min_obstacle_dist"":2.1078591346740723,""mean_obstacle_dist"":4.2119611645567}"
2026-06-10T14:30:18.552998+00:00,odom,"{""x"":-1.0514181401147669e-13,""y"":3.5199421510424947e-32,""z"":0.0,""yaw"":2.616963533135254e-18,""linear_x"":5.0939817634586404e-20,""linear_y"":0.0,""angular_z"":1.969269053076149e-19}"
2026-06-10T14:30:18.558610+00:00,scan,"{""range_min"":0.30000001192092896,""range_max"":12.0,""beam_count"":360,""valid_beam_count"":348,""min_obstacle_dist"":2.1078591346740723,""mean_obstacle_dist"":4.2119611645567}"
2026-06-10T14:30:18.581779+00:00,odom,"{""x"":-1.0514181621474351e-13,""y"":3.5199415737464145e-32,""z"":0.0,""yaw"":2.622116872174053e-18,""linear_x"":-5.31383269079605e-20,""linear_y"":0.0,""angular_z"":1.6332361250907484e-19}"
2026-06-10T14:30:18.652467+00:00,odom,"{""x"":-1.051418156524865e-13,""y"":3.5199417211467656e-32,""z"":0.0,""yaw"":2.624399576057956e-18,""linear_x"":2.4773187181346367e-20,""linear_y"":0.0,""angular_z"":1.8537440788988983e-19}"
