timestamp,event_type,data
2026-06-10T08:43:53.395517+00:00,odom,"{""x"":-1.0514221310735089e-13,""y"":3.519827883024757e-32,""z"":0.0,""yaw"":2.4271505614066708e-18,""linear_x"":1.1843279589263016e-19,""linear_y"":0.0,""angular_z"":-7.562778304539763e-20}"
2026-06-10T08:43:53.395712+00:00,scan,"{""range_min"":0.30000001192092896,""range_max"":12.0,""beam_count"":360,""valid_beam_count"":348,""min_obstacle_dist"":2.1078591346740723,""mean_obstacle_dist"":4.2119611645567}"
2026-06-10T08:43:53.406251+00:00,scan,"{""range_min"":0.30000001192092896,""range_max"":12.0,""beam_count"":360,""valid_beam_count"":348,""min_obstacle_dist"":2.1078591346740723,""mean_obstacle_dist"":4.2119611645567}"
2026-06-10T08:43:53.410505+00:00,odom,"{""x"":-1.0514221426177254e-13,""y"":3.519827602528336e-32,""z"":0.0,""yaw"":2.4256565000712915e-18,""linear_x"":-7.943541034246385e-20,""linear_y"":0.0,""angular_z"":-3.2272364905196783e-19}"
2026-06-10T08:43:53.438022+00:00,odom,"{""x"":-1.0514221604098373e-13,""y"":3.5198271715807244e-32,""z"":0.0,""yaw"":2.4153763602482237e-18,""linear_x"":-1.0174370696213854e-19,""linear_y"":0.0,""angular_z"":-5.325940182062701e-19}"
2026-06-10T08:43:53.540906+00:00,scan,"{""range_min"":0.30000001192092896,""range_max"":12.0,""beam_count"":360,""valid_beam_count"":348,""min_obstacle_dist"":2.1078591346740723,""mean_obstacle_dist"":4.2119611645567}"
2026-06-10T08:43:53.564424+00:00,odom,"{""x"":-1.0514221699971487e-13,""y"":3.519826940208575e-32,""z"":0.0,""yaw"":2.411114107416862e-18,""linear_x"":-1.3944601325331627e-19,""linear_y"":0.0,""angular_z"":-3.3935177670497014e-19}"
2026-06-10T08:43:53.608005+00:00,odom,"{""x"":-1.0514221697866383e-13,""y"":3.5198269449134504e-32,""z"":0.0,""yaw"":2.4096254488140196e-18,""linear_x"":-1.3591929824273283e-19,""linear_y"":0.0,""angular_z"":-7.516913300421488e-20}"
2026-06-10T08:43:53.615153+00:00,scan,"{""range_min"":0.30000001192092896,""range_max"":12.0,""beam_count"":360,""valid_beam_count"":348,""min_obstacle_dist"":2.1078591346740723,""mean_obstacle_dist"":4.2119611645567}"
2026-06-10T08:43:53.677006+00:00,odom,"{""x"":-1.0514221730160528e-13,""y"":3.5198268670126474e-32,""z"":0.0,""yaw"":2.4091279123478305e-18,""linear_x"":-1.5721539670641013e-20,""linear_y"":0.0,""angular_z"":6.577894029146869e-20}"
